,recipe_title,star_rating,rating_count,review_count,Prep Time,Cook Time,Total Time,Servings,Yield,writeup,ingr,steps,category,Additional Time,Chill Time,Marinate Time,Rest Time
10,Brown Sugar Ham Steak,4.7,(161),110,5 mins,20 mins,25 mins,2,,,"['1 (8 ounce) bone-in fully cooked ham steak', '5 tablespoons butter, cubed', '5 tablespoons brown sugar']","['Cook ham steak in a large skillet over medium heat until browned, 3 to 4 minutes per side.', 'Remove ham from skillet; drain off any fat.', 'Melt butter in the same skillet over medium-low heat. Stir in brown sugar.', 'Return ham to skillet. Cook, turning ham often, until heated through and brown sugar has dissolved, about 10 minutes. Reduce heat if brown sugar/butter mixture starts to pop or splatter.']",5-ingredient-main-dishes,,,,
11,Easy Rib Eye Roast,4.8,(184),157,10 mins,1 hrs 30 mins,1 hrs 40 mins,8,,,"['1 cup softened butter', '6 cloves garlic, minced', '1 (4 pound) bone-in rib-eye roast', 'sea salt and cracked black pepper to taste']","['Preheat the oven to 500 degrees F (260 degrees C).', 'Beat butter and garlic together in a bowl.', 'Poke several holes in rib eye with a sharp knife. Rub butter mixture all over meat and season with salt and pepper. Place rib eye fat-side up in a roasting pan.', 'Roast in the preheated oven for 20 minutes.', 'Reduce heat to 325 degrees F (165 degrees C) and continue cooking until rib eye is reddish-pink and juicy in the center, 1 1/2 to 2 hours. An instant-read thermometer inserted into the center will read 145 degrees F (63 degrees C) for medium.']",5-ingredient-main-dishes,,,,
12,Mushroom Pork Chops,4.4,"(2,178)","1,480",10 mins,30 mins,40 mins,4,,,"['4  pork chops', 'salt and ground black pepper to taste', '1 pinch garlic salt, or to taste', '½ pound fresh mushrooms, sliced', '1  onion, chopped', '1 (10.75 ounce) can  condensed cream of mushroom soup']","['Season pork chops with salt, pepper, and garlic salt.', 'Brown chops over medium-high heat in a large nonstick skillet. Add mushrooms and onion and sauté for one minute.', 'Pour soup over chops. Cover, reduce the heat to medium-low, and simmer until chops are cooked through, 20 to 30 minutes.']",5-ingredient-main-dishes,,,,
13,Honey Glazed Chicken,4.4,(507),392,10 mins,10 mins,20 mins,4,,,"['¼ cup honey', '2 tablespoons soy sauce', '⅛ teaspoon red pepper flakes', '1 ½ tablespoons olive oil', '2  skinless, boneless chicken breast halves, cut into bite-size pieces']","['Whisk honey, soy sauce, and red pepper flakes in a bowl; set aside.', 'Heat olive oil in a skillet over medium heat; cook and stir chicken in hot oil until lightly brown, about 5 minutes.', 'Pour honey mixture into the skillet; continue to cook and stir until chicken is no longer pink in the center and sauce is thickened, about 5 minutes more.']",5-ingredient-main-dishes,,,,
14,Brown Sugar and Pineapple Glazed Ham,4.7,(55),36,20 mins,1 hrs 30 mins,1 hrs 50 mins,20,,,"['1 (6 pound) fully-cooked, bone-in ham', '1  fresh pineapple', '2 (6 ounce) cans pineapple juice', '1 cup brown sugar']","['Preheat the oven to 325 degrees F (165 degrees C). Place ham, cut-side down, into a roasting pan.', 'Cut skin off pineapple with a sharp knife and slice off any brown spots or skin left behind. Cut pineapple into 1/2-inch-thick rings and use a round cutter to remove cores. Pin rings onto ham with toothpicks.', 'Bake ham in the preheated oven for 30 minutes.', 'While ham bakes, mix pineapple juice and brown sugar in a microwave-safe bowl. Microwave on medium power until glaze is boiling and slightly thickened. Work carefully because glaze will be sticky and very hot.', 'Pour 1/2 of the glaze evenly over ham and pineapple rings. Bake ham for 30 minutes more, then pour remaining glaze over ham.', 'Continue baking ham until a meat thermometer inserted into the thickest part of ham reads 140 degrees F (60 degrees C), 30 to 60 minutes more.']",5-ingredient-main-dishes,,,,
15,Air Fryer Baked Potatoes,4.7,(61),53,5 mins,1 hrs,1 hrs 5 mins,2,2 baked potatoes,,"['2 large russet potatoes, scrubbed', '1 tablespoon peanut oil', '½ teaspoon coarse sea salt']","['Preheat an air fryer to 400 degrees F (200 degrees C).', 'Brush potatoes with peanut oil, sprinkle with salt, and place them in the air fryer basket.', 'Cook potatoes until very tender when pierced with a fork, about 1 hour.', 'The potatoes do not need to be pricked with a fork before cooking or turned while cooking.']",5-ingredient-main-dishes,,,,
16,Simple BBQ Ribs,4.8,"(1,834)","1,338",5 mins,1 hrs 45 mins,1 hrs 50 mins,4,,"Make the perfect ribs without the grill using this tasty BBQ ribs recipe. All you need is five simple ingredients and your oven for these tender, flavorful ribs that your whole family will love. After one bite, you'll never want to use another BBQ rib recipe ever again. You'll find the full, simple recipe below — but here's what you can expect when making these BBQ ribs: Bring ribs, spices, and water to a boil and cook until ribs are tender. Place the boiled ribs in a baking dish and cover with your favorite barbecue sauce (either store-bought or homemade). Bake the ribs, covered, until the internal temperature reaches 160 degrees F. We like the method this recipe uses, which is to put the barbecue sauce on the ribs after they're boiled — but before they go in the oven. This will allow the ribs to get all the barbecue flavor while the sauce bakes into the ribs. If you want, you can serve these BBQ ribs with an extra side of barbecue sauce for dipping. Ribs are quite versatile, so you can serve them with just about any side. But, if you need some inspiration, try one of these tasty recipes: Grandmother's Buttermilk CornbreadGarlic Mashed Potatoes Secret RecipeCaesar Salad SupremeSauteed Green Beans Learn more: 13 Delicious Side Dishes for Ribs Store BBQ ribs in an airtight container or zip-top bag for up to four days in the refrigerator. Reheat in the oven or microwave — you may want to add extra barbecue sauce to the ribs to keep them from drying out. Yes, you can freeze BBQ ribs. Wrap ribs in a layer of storage wrap, then a layer of foil, and store them in a zip-top freezer bag. Freeze for up to three months. Thaw in the fridge overnight. Reheat in the oven. You may want to add extra sauce to the ribs to keep them moist. ""I've never ever made ribs before in my life. They turned out amazing!!! Family loved them! Followed the recipe exactly. I will be making these again,"" says Kim. ""Great method to make country ribs in the oven. Followed the recipe except added 1 tbs of onion powder & boiled ribs for 45 minutes. I also added more bbq sauce towards the end of cooking. My family gobbled this up and said it was the best ribs ever! Meat fell off the bone, which is a plus,"" according to Elizabeth Fontanez. ""Great recipe! Followed it exactly and my family loves it. I'm making them again today, it's my third time making them. Very easy to follow... You have to try them,"" raves Jackie. Editorial contributions by Bailey Fink ","['2 ½ pounds country-style pork ribs', '2 tablespoons kosher salt', '1 tablespoon garlic powder', '1 teaspoon ground black pepper', '1 cup barbeque sauce']","['Place ribs in a large pot and cover with water. Stir in kosher salt, garlic powder, and pepper, and bring water to a boil over medium heat. Continue to boil until ribs are tender, 40 to 45 minutes.', 'While the ribs are boiling, preheat the oven to 325 degrees F (165 degrees C).', 'Remove ribs from the pot, and place them in a 9x13-inch baking dish. Pour barbeque sauce over ribs. Cover the baking dish with aluminum foil.', 'Bake in the preheated oven until the internal temperature of the pork has reached 160 degrees F (70 degrees C), 1 to 1 1/2 hours.']",5-ingredient-main-dishes,,,,
17,Three-Ingredient Baked Chicken Breasts,4.4,(408),324,10 mins,30 mins,40 mins,4,,,"['¼ cup butter, melted', '1 teaspoon salt', '4  skinless, boneless chicken breast halves']","['Preheat the oven to 350 degrees F (175 degrees C). Lightly butter a baking dish.', 'Stir together melted butter and salt in a bowl.', 'Arrange chicken in the prepared baking dish. Brush butter mixture onto chicken until thoroughly coated, pouring any extra over chicken.', 'Bake in the preheated oven until no longer pink in the center and juices run clear, 30 to 45 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).']",5-ingredient-main-dishes,,,,
18,Baked Salmon Fillets Dijon,4.6,"(1,517)","1,081",10 mins,15 mins,25 mins,4,,,"['4 (4 ounce) fillets salmon', '3 tablespoons prepared Dijon-style mustard', 'salt and ground black pepper to taste', '¼ cup Italian-style dry bread crumbs', '¼ cup butter, melted']","['Preheat the oven to 400 degrees F (200 degrees C). Line a shallow baking pan with aluminum foil.', 'Place salmon fillets skin-side down on the prepared baking pan. Spread a thin layer of mustard on top of each fillet; season with salt and pepper. Top with bread crumbs, then drizzle with melted butter.', 'Bake in the preheated oven until salmon flakes easily with a fork, about 15 minutes.', 'Please note the slight difference in the recipe name, as well as differences in the ingredient amounts, cook times, and use of skinless salmon when using the magazine version of this recipe.']",5-ingredient-main-dishes,,,,
19,Parmesan Crusted Tilapia Fillets,4.6,(776),585,10 mins,10 mins,20 mins,4,,,"['¾ cup grated Parmesan cheese', '1 tablespoon chopped fresh parsley', '2 teaspoons paprika', 'salt and ground black pepper to taste', '4  tilapia fillets', '1 drizzle olive oil']","['Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil.', 'Whisk Parmesan cheese, parsley, paprika, salt, and pepper together in a shallow dish.', 'Coat tilapia fillets with olive oil and press into the Parmesan cheese mixture. Arrange coated fillets on the prepared baking sheet.', 'Bake in the preheated oven until the fish flakes easily with a fork, 10 to 12 minutes.']",5-ingredient-main-dishes,,,,
20,Slow Cooker Pork and Sauerkraut,4.5,(126),102,10 mins,8 hrs,8 hrs 10 mins,4,,,"['1 (1 pound) whole pork tenderloin', '1 (24 ounce) bag baby potatoes, unpeeled (Optional)', '1 (20 ounce) can sauerkraut, undrained', '1 cup water, or more as needed', '¼ cup butter, cubed', 'salt and ground black pepper to taste']","['Place whole pork tenderloin into a slow cooker. Arrange potatoes around pork; pour sauerkraut and juice over pork and potatoes. Add 1 cup water, butter cubes, salt, and black pepper.', 'Cook on Low until pork is tender, 8 to 10 hours. Add more water after 8 hours if mixture seems dry.']",5-ingredient-main-dishes,,,,
21,Crumbed Chicken Tenderloins (Air Fried),4.7,(170),138,15 mins,12 mins,27 mins,4,8 tenderloins,,"['1 large egg', '½ cup dry bread crumbs', '2 tablespoons vegetable oil', '8  chicken tenderloins']","['Preheat an air fryer to 350 degrees F (175 degrees C).', 'Whisk egg in a small bowl. Mix bread crumbs and oil together in a second bowl until mixture becomes loose and crumbly.', 'Dip each chicken tenderloin into the bowl of egg; shake off any residual egg. Dip chicken into crumb mixture, making sure it is evenly and fully covered. Lay chicken tenderloins into the basket of the air fryer.', 'Air-fry until no longer pink in the center, about 12 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).', 'You can substitute butter for vegetable oil if desired.']",5-ingredient-main-dishes,,,,
22,Ground Beef and Cabbage,4.4,(378),321,15 mins,45 mins,1 hrs,6,,,"['1 large head cabbage, finely chopped', '1 (14.5 ounce) can diced tomatoes with juice', '1  onion, halved and thinly sliced', '1 tablespoon Italian seasoning', 'salt and ground black pepper to taste', '1 pound lean ground beef']","['Place cabbage, tomatoes with juice, onion, Italian seasoning, salt, and pepper into a Dutch oven or large pot over low heat; cook and stir until it begins to simmer.', 'Add lean ground beef on top; cover and cook, stirring occasionally, until cabbage is tender and ground beef is cooked through, about 45 minutes.', 'Do not cook and then drain your meat; most of the taste will leave. I use 90/10 ground beef for this recipe.']",5-ingredient-main-dishes,,,,
23,Old Bay-Seasoned Steamed Shrimp,4.6,(9),8,5 mins,10 mins,15 mins,4,,,"['½ cup water', '½ cup white vinegar', '2 tablespoons seafood seasoning (such as Old Bay®)', '1 pound fresh large shrimp, deveined with shells on']","['Bring water, vinegar, and seafood seasoning to a boil in a saucepan over high heat. Add shrimp and stir.', 'Reduce heat to medium, cover, and steam, stirring once or twice, until bright orange in color, 3 to 5 minutes. Drain.']",5-ingredient-main-dishes,,,,
