,recipe_title,star_rating,rating_count,review_count,prep_time,cook_time,total_time,servings,writeup,ingr,steps,category,number_of_steps,average_step_len
795,Easy Crustless Pumpkin Pie,4.4,21.0,19.0,10.0,30.0,40.0,8.0,1721,9,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch pie dish with cooking spray., Beat pumpkin puree, milk, sweetener, egg substitute, vanilla, cinnamon, ginger, and nutmeg in a bowl until smooth; pour into the prepared pie dish., Bake in the preheated oven until the center is set, about 30 minutes., Remove from the oven and cool completely before serving.",desserts,4,92.5
796,Maple Syrup Taffy,4.4,18.0,16.0,10.0,10.0,25.0,15.0,0,3,"Pack clean, fresh snow into a large bowl or baking dish. Smooth the top and place in the freezer., Pour maple syrup into a large saucepan; bring to a boil. Cook and stir with a wooden spoon over medium-low heat until a small amount of syrup dropped into cold water forms a firm ball. A candy thermometer inserted into the syrup should read between 235 and 245 degrees F (112 to 118 degrees C)., Remove snow from the freezer and set on the counter. Pour about 2 tablespoons syrup per piece over snow in thin lines about 5 inches long. Let syrup strips cool and firm up for 3 to 5 seconds. Pull candy strips out of snow, then wind into a lollipop around the end of a wooden pop stick. Eat while still a little warm.",desserts,3,237.0
797,Christmas Cornflake Wreath Cookies,4.3,181.0,150.0,20.0,5.0,40.0,18.0,1308,8,"Line a baking tray with waxed paper., Place marshmallows and butter in a microwave-safe bowl; microwave on high for 2 minutes. Stir, then microwave on high for 2 minutes more; stir., Mix in coloring, almond extract, and vanilla until the desired color is reached; gently stir in cornflakes to coat. Drop by tablespoonfuls onto the prepared tray and use lightly greased fingers to form wreath shapes; decorate with 3 red hots each., Allow cookies to cool and set, about 15 minutes; store in an airtight container., If you dont have a microwave, place marshmallows and butter in a double boiler over simmering water. Stir frequently, scraping down the sides with a rubber spatula to avoid scorching, until marshmallows and butter are melted, about 5 minutes.",desserts,5,150.4
798,The Original Fantasy Fudge,4.5,389.0,320.0,5.0,10.0,75.0,48.0,2988,7,"Grease a 9x13-inch pan., Mix sugar, margarine, and evaporated milk in a large, heavy saucepan over medium heat, stirring to dissolve sugar. Bring mixture to a full boil and cook for 5 minutes, stirring constantly., Remove from the heat and add chocolate chips; stir until chocolate chips are melted and mixture is thoroughly combined. Stir in marshmallow cream until incorporated. Mix in walnuts and vanilla., Transfer fudge to the prepared pan and use an offset spatula to spread out and flatten. Let cool for at least 1 hour before cutting into squares.",desserts,4,138.0
799,Creepy Halloween Skull Cupcakes,4.3,6.0,2.0,30.0,18.0,153.0,24.0,0,6,"Preheat oven to 350 degrees F (175 degrees C). Line two 12-cup muffin tins with paper liners, preferable dark-colored or Halloween-themed ones., Combine cake mix, water, eggs, and oil in a large bowl; beat with an electric mixer on low speed until moistened, about 30 seconds. Beat at medium speed until batter is smooth and creamy, about 2 minutes. Spoon batter into the prepared muffin cups, filling each 3/4 full., Bake in the preheated oven until a toothpick inserted in the center comes out clean, 18 to 21 minutes. Remove from oven and cool tins on a wire rack for 15 minutes. Remove cupcakes from the tins and cool completely on a wire rack before decorating, about 1 hour., Frost each cupcake with a thin layer of white vanilla frosting and refrigerate for 30 minutes to make decorating easier., Remove cupcakes from fridge and apply a second layer of white frosting. Fill a piping bag outfitted with a small round tip with chocolate frosting and draw a skull face on the cupcakes: pipe large ovals for the eyes, two dots for the nostrils, and a large stitched smile for the mouth., The directions for making cupcakes are based on the particular brand mentioned. Follow instructions on box if using a different brand.",desserts,6,203.33333333333334
800,White Chip Chocolate Cookies,4.6,660.0,534.0,15.0,10.0,30.0,54.0,0,9,"Preheat oven to 350 degrees F (175 degrees C)., In a large bowl, cream together the butter and sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, cocoa, baking soda and salt; stir into the creamed mixture. Fold in the white chocolate chips. Drop by rounded teaspoonfuls onto ungreased cookie sheets., Bake for 8 to 10 minutes in the preheated oven, until cookies are set. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.",desserts,3,172.66666666666666
801,Apple Crumble Coffee Cake,4.8,103.0,90.0,25.0,40.0,95.0,8.0,1805,17,"Preheat oven to 350 degrees F (175 degrees C). Butter a 9x12-inch baking dish generously., Whisk flour, sea salt, baking powder, and baking soda together in a bowl. Set aside., Combine walnuts, brown sugar, white sugar, salt, cinnamon, and melted butter in a bowl. Mix until walnuts and sugar are thoroughly coated with butter., Cream butter and sugar together in another bowl with a spatula until well blended. Add 1 egg and whisk until mixture is smooth, 2 to 3 minutes. Whisk in second egg until thoroughly incorporated. Add vanilla extract and yogurt; whisk together. Add flour mixture to wet ingredients; whisk just until flour disappears. Do not overmix., Remove cores from apples. Cut across into 1/8- to 1/4-inch slices. Stack up a few slices, make 1 cut down the center, and dice across into cubes. Add to cake batter, folding in with a spatula until just combined., Spread 1/2 of the batter evenly into the bottom of the prepared baking dish. Scatter 1/2 of the crumble mixture evenly over the top. Top with the rest of the batter in dollops. Spread carefully to evenly distribute, trying not to disturb the crumbs. Top with the rest of the crumb mixture. Press crumbs into the batter very gently., Bake in the center of the preheated oven until a toothpick or bamboo skewer inserted into the center comes out clean, about 40 minutes. Let cool to room temperature, about 30 minutes, before slicing and serving., Dark brown sugar will work as well as light brown., I used a relatively runny, but beautifully tangy, sheeps milk yogurt, but regular plain Greek yogurt will work, as well as sour cream., You can use Honeycrisp or Granny Smith apples. If you cut your apples too big, your cake will be done but the apples will not be, so take your time and make them small.",desserts,10,176.9
802,Bisquick® Pie Crust,4.7,13.0,13.0,10.0,10.0,20.0,8.0,0,3,"Preheat the oven to 450 degrees F (230 degrees C)., Mix baking mix and butter together in a small bowl. Add water, stirring vigorously, until a soft dough forms., Press dough into a 9-inch pie plate using floured hands., Bake in the preheated oven until light brown, 8 to 10 minutes. Let cool completely; fill with desired filling., You can substitute margarine for butter, if desired.",desserts,5,76.2
803,Chef John's Lemon Bars,4.8,1202.0,901.0,20.0,50.0,100.0,16.0,0,11,"Place an oven rack into middle position in oven and preheat oven to 350 degrees F (175 degrees C). Lightly oil an 8x8-inch baking dish., Place 1 cup flour and butter in a mixing bowl and mash with the back of a spatula or wooden spoon until thoroughly combined. Mix in 1/4 cup confectioners sugar, vanilla extract, and salt; mash mixture together until mixture looks like a slightly crumbly cookie dough., Moisten your fingers with a little water and press dough into bottom of prepared baking dish. Use a fork to prick holes all over the crust., Bake crust on center rack in the preheated oven until crust edges are barely golden brown, 22 minutes., Beat eggs and egg yolks together in a bowl; whisk in white sugar and 2 tablespoons flour until smooth. Add lemon juice and lemon zest; whisk for 2 minutes. Pour lemon custard over crust., Bake on center rack until custard is set and top has a thin white sugary crust, 25 minutes. Let cool completely before cutting into bars. Dip knife into very hot water, run around the edge, and cut into 16 squares. Dust cookies with 1 teaspoon confectioners sugar., To add a meringue topping, whisk 1 egg white in a bowl until it forms a ribbon, add 1 tablespoon of white sugar, and whisk until mixture holds soft peaks. Spoon meringue into a resealable plastic bag, cut a corner off the bag, and squeeze meringue on top of cut bars in a decorative pattern. Brown meringue lightly with a kitchen torch.",desserts,7,205.0
804,Baked Apples with Oatmeal Filling,4.5,111.0,86.0,15.0,30.0,45.0,4.0,0,5,"Preheat oven to 350 degrees F (175 degrees C)., Core each apple making a large well in the center and arrange apples on a rimmed baking sheet., Mix oats, brown sugar, and cinnamon together in a bowl; cut in butter until evenly combined. Spoon 1/4 of the oat mixture into each apple., Bake in the preheated oven until apples are tender and filling is bubbling, about 30 minutes., The baking sheet needs to be rimmed to avoid butter spilling into the oven.",desserts,5,90.0
805,Lemon Lush,4.5,283.0,239.0,15.0,25.0,55.0,12.0,0,7,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, combine the flour and butter using a pastry cutter until a ball forms. Press into the bottom of a 9x13 inch baking dish., Bake for 25 minutes in the preheated oven, or until lightly golden. Remove from oven and allow to cool completely., In a medium bowl, beat the cream cheese and sugar together until smooth and well blended. Spread evenly over the cooled crust. In another bowl, whisk together the lemon pudding mix and milk for 3 to 5 minutes. Spread over the cream cheese layer. Chill until set, then top with whipped topping.",desserts,3,198.0
806,Snow Ice Cream,4.6,250.0,217.0,20.0,26.45,20.0,8.0,0,4,"When it starts to snow, place a large, clean bowl outside to collect flakes., When the bowl is full, mix in sugar and vanilla. Stir in just enough milk for desired consistency. Serve at once.",desserts,2,95.0
807,Sex-In-A-Pan,4.3,27.0,20.0,25.0,25.0,140.0,25.0,0,11,"Preheat oven to 325 degrees F (165 degrees C)., Place margarine, flour, and white sugar into a bowl, and cut with a pastry cutter until the mixture resembles fine crumbs. Press the mixture into a 10x10-inch square baking dish, and bake in the preheated oven until the crust is lightly browned, about 25 minutes. Let the crust cool., Place the cream cheese and confectioners sugar into a mixing bowl, and beat with an electric mixer until smooth and creamy. Gently stir in the whipped topping until well combined, and spread the mixture over the crust in an even layer., Place milk in a mixing bowl, and beat the chocolate and vanilla pudding mixes into the milk with an electric mixer until the mixture is smooth and thickened, about 2 minutes. Spread the pudding layer over the cream cheese layer., Pour the cream into a mixing bowl, and whip to soft peaks with an electric mixer. Lightly spread the whipped cream over the pudding layer, and sprinkle top with chocolate wafer crumbs. Refrigerate the dessert for at least 1 hour before serving., Substitute pistachio-flavored pudding mix for chocolate pudding mix.",desserts,6,184.83333333333334
808,White Chocolate Peppermint Bark,4.6,9.0,7.0,10.0,7.0,47.0,20.0,0,3,"Line an 11x17-inch baking sheet with parchment paper., Melt white chocolate chips in a microwave-safe glass bowl on 50% power for 3 minutes. Stir well until bowl is no longer warm. Heat for 3 minutes more; stir. Heat for 1 minute more and stir; repeat as necessary until chocolate is completely smooth., Stir candy canes and peppermint oil into the melted chocolate until well combined. Spread onto the prepared baking sheet. Smooth with a spatula. Refrigerate until set, 30 minutes to overnight. Break into pieces and store in an airtight container., Peppermint oil is not the same as peppermint extract; you can find it at a cake supply store.",desserts,4,160.5
809,Homemade Chicken Soup,4.5,282.0,231.0,15.0,90.0,105.0,10.0,0,7,"Place chicken, carrots, celery, and onion in a large soup pot; add enough cold water to cover. Bring to a boil over medium heat; reduce heat to low and simmer, uncovered, until meat falls off of the bone, about 90 minutes. Skim off foam every so often, as needed., Remove chicken from the pot and let sit until cool enough to handle; chop meat into pieces, and discard skin and bones., Strain out vegetables, reserving the stock; rinse the soup pot and return the stock to the pot. Chop vegetables into smaller pieces; return chopped chicken and vegetables to the pot., Warm soup until heated through; season with salt, pepper, and chicken bouillon to taste.",chicken,4,163.75
810,Mamaw's Chicken and Rice Casserole,4.6,1164.0,970.0,10.0,1.0,80.0,6.0,3529,8,"Preheat oven to 400 degrees F (200 degrees C). Grease sides and bottom of a casserole dish., Stir chicken, water, rice, cream of chicken soup, cream of celery soup, and cream of mushroom soup together in the prepared casserole dish; season with salt and pepper. Arrange butter evenly over the top of the chicken mixture., Bake in preheated oven until the rice is tender and the chicken is cooked through, 1 hour to 75 minutes. Cool 10 to 15 minutes before serving.",chicken,3,154.0
811,Chicken Parmesan,4.8,4432.0,3095.0,15.0,20.0,45.0,4.0,3909,12,"Preheat an oven to 450 degrees F (230 degrees C)., Place chicken breasts between two sheets of heavy plastic (resealable freezer bags work well) on a solid, level surface. Firmly pound chicken with the smooth side of a meat mallet to a thickness of 1/2-inch. Season chicken thoroughly with salt and pepper., Beat eggs in a shallow bowl and set aside., Mix bread crumbs and 1/2 cup Parmesan cheese in a separate bowl, set aside., Place flour in a sifter or strainer; sprinkle over chicken breasts, evenly coating both sides., Dip a flour-coated chicken breast in beaten eggs. Transfer breast to the bread crumb mixture, pressing crumbs into both sides. Repeat for each breast. Let chicken rest for 10 to 15 minutes., Heat 1/2 inch olive oil in a large skillet on medium-high heat until it begins to shimmer. Cook chicken in the hot oil until golden, about 2 minutes per side. The chicken will finish cooking in the oven., Transfer chicken to a baking dish. Top each breast with 2 tablespoons tomato sauce. Layer each chicken breast with equal amounts of mozzarella cheese, fresh basil, and provolone cheese. Sprinkle remaining Parmesan over top and drizzle each with 1/2 teaspoon olive oil., Bake in the preheated oven until cheese is browned and bubbly and chicken breasts are no longer pink in the center, 15 to 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)., Use high-quality prepared tomato sauce for a better end result. You may substitute pesto or dried Italian herbs of your choice for basil, or omit entirely.",chicken,10,157.6
812,Indian Chicken Curry (Murgh Kari),4.7,1149.0,886.0,20.0,40.0,1.0,6.0,2105,20,"Sprinkle the chicken breasts with 2 teaspoons salt., Heat oil in a large skillet over high heat; partially cook the chicken in the hot oil in batches until completely browned on all sides. Transfer browned chicken breasts to a plate and set aside., Reduce the heat to medium and add onion, garlic, and ginger to the oil remaining in the skillet. Cook and stir until onion turns soft and translucent, 5 to 8 minutes. Stir curry powder, cumin, turmeric, coriander, cayenne, and 1 tablespoon of water into the onion mixture; allow to heat together for about 1 minute while stirring. Add tomatoes, yogurt, 1 tablespoon chopped cilantro, and 1 teaspoon salt to the mixture; stir to combine., Return chicken breast to the skillet along with any juices on the plate. Pour in 1/2 cup water and bring to a boil, turning the chicken to coat with the sauce. Sprinkle garam masala and 1 tablespoon cilantro over the chicken., Cover the skillet and simmer until chicken breasts are no longer pink in the center and the juices run clear, about 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Drizzle with lemon juice to serve.",chicken,5,235.2
813,Chicken Stir-Fry,4.5,1341.0,971.0,20.0,20.0,40.0,6.0,0,15,"Bring water and rice to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender, and liquid has been absorbed, 20 to 25 minutes., Meanwhile, combine soy sauce, brown sugar, and cornstarch in a medium glass or ceramic bowl; stir until smooth. Stir in ginger, garlic, and red pepper flakes; add chicken and stir to coat. Cover and marinate in the refrigerator for at least 15 minutes., Heat 1 tablespoon sesame oil in a wok or large skillet over medium-high heat. Add broccoli, onion, carrots, water chestnuts, and bell pepper; cook and stir until just tender, about 5 minutes. Transfer vegetables into a dish; set aside., Heat remaining 1 tablespoon sesame oil in the same wok or skillet over medium-high heat. Add chicken, reserving marinade, and cook until just browned, about 2 minutes per side; stir in vegetables and reserved marinade. Bring to a boil; cook and stir until chicken is no longer pink in the center and vegetables are tender, 5 to 7 minutes. Serve over rice.",chicken,4,255.0
814,Honey-Garlic Slow Cooker Chicken Thighs,4.0,3136.0,2487.0,10.0,3.0,190.0,4.0,0,6,"Arrange chicken thighs in a single layer in the bottom of a 4-quart slow cooker., Whisk soy sauce, ketchup, honey, garlic, and basil together in a bowl; pour over chicken thighs., Cover and cook on Low for 6 hours or High for 3 to 4 hours., Please note differences in ingredients and cooking time when using the magazine version of this recipe.",chicken,4,85.25
815,Baked Split Chicken Breast,4.6,525.0,401.0,10.0,45.0,100.0,2.0,2322,7,"Rub chicken breasts with olive oil and garlic; sprinkle with salt, black pepper, rosemary, and basil. Arrange chicken in a large baking dish and refrigerate for at least 45 minutes., Meanwhile, preheat oven to 375 degrees F (190 degrees C)., Bake in the preheated oven until chicken meat is no longer pink at the bone and the juices run clear, 45 to 60 minutes. An instant-read thermometer inserted in the thickest part of the breast meat should read 165 degrees F (75 degrees C)., Feel free to scale up this recipe for more guests! The prep time is minimal regardless of whether you make 2 breasts or 20.",chicken,4,150.5
816,Simple Baked Chicken Breasts,4.7,472.0,337.0,10.0,25.0,35.0,4.0,4224,5,"Preheat the oven to 400 degrees F (200 degrees C)., Rub chicken breasts with olive oil and sprinkle both sides with salt and Creole seasoning. Place chicken in a broiler pan., Bake in the preheated oven for 10 minutes. Flip chicken and cook until no longer pink in the center and the juices run clear, about 15 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)., Remove chicken to a plate., Pour chicken broth into the pan and scrape any browned bits off the bottom with a flat-edged wooden spatula. Add more broth if needed to dislodge the browned bits, but not too much or it will be watery., To serve, drizzle the pan sauce over the chicken., You can use water instead of chicken broth for the pan sauce., This recipe originally called for 1 tablespoon of salt. After many reviews, weve modified the amount to be 1/2 teaspoon, or to taste.",chicken,8,112.75
817,Baked Garlic Parmesan Chicken,4.4,3262.0,2208.0,15.0,30.0,45.0,6.0,1933,7,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish., In a bowl, blend the olive oil and garlic. In a separate bowl, mix the bread crumbs, Parmesan cheese, basil, and pepper. Dip each chicken breast in the oil mixture, then in the bread crumb mixture. Arrange the coated chicken breasts in the prepared baking dish, and top with any remaining bread crumb mixture., Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.",chicken,3,164.0
818,Asian Orange Chicken,4.5,2097.0,1572.0,20.0,20.0,170.0,4.0,2951,18,"Combine water, rice vinegar, lemon juice, soy sauce, and orange juice for sauce into a saucepan over medium-high heat. Stir in brown sugar, green onion, orange zest, ginger, garlic, and pepper flakes; bring to a boil. Remove from heat, and cool for 10 to 15 minutes., Place chicken in a resealable plastic bag. Pour in 1 cup cooled sauce. Seal the bag, and refrigerate for at least 2 hours. Reserve the remaining sauce., Mix flour, salt, and pepper in another resealable plastic bag., Remove chicken from the marinade and place into the bag of seasoned flour. Seal the bag and shake to coat., Heat the olive oil in a large skillet over medium heat. Cook chicken in the hot skillet until browned on both sides. Remove to a paper towel-lined plate and cover with aluminum foil. Wipe out the skillet., Pour reserved sauce into the skillet and bring to a boil over medium-high heat., Mix together cornstarch and water until completely smooth. Stir into the boiling sauce. Reduce heat to medium-low, add the chicken, and simmer, stirring occasionally, until cooked through, about 5 minutes.",chicken,7,154.14285714285714
819,Chicken Quesadillas,4.6,1168.0,757.0,20.0,25.0,45.0,10.0,0,10,"Preheat the broiler. Lightly grease a baking sheet., Toss chicken with fajita seasoning, then spread onto the prepared baking sheet. Place under the broiler and cook until chicken is cooked through and no longer pink in the center, about 5 minutes., Preheat the oven to 350 degrees F (175 degrees C)., Heat oil in a large saucepan over medium heat. Stir in bell peppers, onion, and broiled chicken. Cook and stir until vegetables have softened, about 10 minutes., Layer half of each tortilla with chicken and vegetable mixture, Cheddar cheese, Monterey Jack cheese, and bacon bits. Fold tortillas in half and place onto a baking sheet., Bake quesadillas in the preheated oven until cheeses have melted, about 10 minutes. Cut each quesadilla into wedges and serve.",chicken,6,126.33333333333333
820,Easy Tortilla Pizza,4.8,52.0,39.0,10.0,10.0,20.0,1.0,0,10,"Preheat the oven to 400 degrees F (200 degrees C)., Place tortilla on a baking sheet. Brush with olive oil; sprinkle garlic powder, salt, and pepper on top., Bake in the preheated oven until golden, 3 to 5 minutes. Remove from the oven and spread tomato sauce on top; arrange chicken breast, green bell pepper, and green onions over tomato sauce. Sprinkle with mozzarella cheese., Bake in the preheated oven until cheese is melted, about 5 minutes. Sprinkle oregano over cheese. Slice pizza into wedges using a pizza cutter.",chicken,4,130.25
821,Cornish Game Hens with Garlic and Rosemary,4.5,1193.0,864.0,20.0,1.0,80.0,4.0,3441,8,"Preheat the oven to 450 degrees F (230 degrees C). Rub hens with 1 tablespoon olive oil; lightly season with salt and pepper. Stuff 1 lemon quarter and 1 rosemary sprig into each cavity. Place hens in a large, heavy roasting pan and arrange garlic cloves around them., Roast in the preheated oven for 25 minutes. Meanwhile, whisk wine, chicken broth, and remaining 2 tablespoons olive oil together in a small bowl., Remove hens from the oven; reduce the oven temperature to 350 degrees F (175 degrees C). Pour wine mixture over the hens and continue roasting, basting with pan juices every 10 minutes, until hens are golden brown and juices run clear, about 25 more minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C)., Transfer hens to a platter, pouring any cavity juices into the roasting pan; discard lemons and rosemary. Tent hens with aluminum foil to keep warm., Transfer pan juices and garlic cloves to a medium saucepan; boil until reduced to a sauce consistency, about 6 minutes., Cut hens in half lengthwise and arrange two halves on each plate. Spoon sauce and roasted garlic on top. Garnish with remaining rosemary sprigs and serve.",chicken,6,198.16666666666666
822,Rotisserie Chicken,4.7,304.0,242.0,10.0,70.0,90.0,6.0,3585,6,"Preheat an outdoor grill for high heat and lightly oil the grate., Season chicken cavity with a pinch of salt. Tie legs together with kitchen string; then tie wings to the bird. Secure chicken on a rotisserie attachment., Place rotisserie over the preheated grill and cook for 10 minutes., Meanwhile, quickly mix together butter, 1 tablespoon of salt, paprika, and pepper. Turn the grill down to medium and baste chicken with butter mixture., Close the lid and cook over medium heat, basting occasionally, until chicken is cooked through and the internal temperature reaches 180 degrees F (83 degrees C), 1 to 1 1/2 hours., Remove chicken from the rotisserie and let rest for 10 to 15 minutes before carving.",chicken,6,117.16666666666667
823,Easy Paella,4.6,620.0,446.0,30.0,30.0,1.0,8.0,4825,19,"Mix olive oil, paprika, oregano, salt, and pepper for marinade in a glass bowl., Begin paella: Add chicken and stir to coat. Cover and refrigerate until needed., Heat 2 tablespoons olive oil in a large skillet or paella pan over medium heat. Stir in garlic and pepper flakes, then stir in rice. Cook and stir until rice is coated with oil, about 3 minutes., Add saffron threads, bay leaf, parsley, chicken stock, and lemon zest. Stir until well combined and bring to a boil. Reduce heat to medium-low, cover, and simmer for 20 minutes., While the rice is cooking, heat olive oil in a separate skillet over medium heat. Stir in marinated chicken and cook for 3 minutes. Add onion and cook until translucent, about 5 minutes., Add bell pepper and sausage; cook and stir, breaking sausage up with a spatula, for 5 minutes. Add shrimp; cook and stir until shrimp are bright pink on the outside and the meat is opaque, about 2 minutes., Spread rice mixture onto a serving tray. Top with meat and seafood mixture., Try using cubes of cured Spanish chorizo to speed up prep time.",chicken,8,133.125
824,Quick and Easy Pancit,4.3,488.0,367.0,15.0,15.0,30.0,6.0,0,9,"Place rice noodles in a large bowl; cover with warm water and let soften for 8 to 10 minutes. Drain and set aside., Meanwhile, heat oil in a wok or large skillet over medium-low heat. Add onion and garlic; cook and stir until onion is tender, about 3 to 5 minutes. Stir in chicken, cabbage, carrots, and soy sauce. Cook until cabbage begins to soften. Toss in noodles and cook, stirring constantly, until heated through., Transfer pancit to a serving dish and garnish with lemon wedges.",chicken,3,161.33333333333334
825,Greek Lemon Chicken and Potatoes,4.8,1236.0,905.0,10.0,50.0,1.0,4.0,0,12,"Preheat the oven to 425 degrees F (220 degrees C). Lightly oil a large roasting pan., Place chicken and potatoes in a large bowl. Add lemon juice, olive oil, garlic, dried oregano, salt, rosemary, black pepper, and cayenne. Toss until chicken and potatoes are evenly coated., Place chicken pieces skin-side up in the prepared pan. Tuck potato pieces around chicken. Drizzle with 2/3 cup chicken broth. Spoon any remaining marinade from the bowl over chicken and potatoes., Bake in the preheated oven for 20 minutes. Toss chicken and potatoes, then place chicken skin-side up again., Continue baking until chicken is browned and cooked through, about 25 minutes more; an instant-read thermometer inserted near the bone should register 165 degrees F (74 degrees C)., Transfer chicken to a serving platter and keep warm; leave potatoes in the pan., Turn on the broiler, or set oven to highest heat. Toss potatoes again to coat in pan juices. Place the pan under the broiler and broil until potatoes are crisped, about 3 minutes., Transfer potatoes to the platter with chicken., Place the roasting pan on the stovetop over medium heat. Add the remaining 1/3 cup chicken broth and scrape up browned bits from the bottom of the pan. Strain pan juices over chicken and potatoes. Sprinkle with fresh oregano.",chicken,9,143.55555555555554
826,Easy Baked Chicken Tenders,4.7,35.0,31.0,15.0,15.0,30.0,4.0,2767,9,"Preheat the oven to 450 degrees F (230 degrees C). Line a baking sheet with aluminum foil and spray with cooking spray., Place egg in a shallow dish. Place panko, garlic powder, onion powder, paprika, salt, and pepper into a large zip-top freezer bag and mix well., Dip 2 chicken strips into egg, then place into panko mixture and shake to coat. Place coated chicken pieces onto the prepared baking sheet. Repeat with remaining chicken., Spray each chicken tender with cooking spray twice., Bake tenders in the preheated oven for 7 minutes. Flip and continue to bake on opposite side until no longer pink in the centers, about 7 minutes more. Remove from the oven., Set an oven rack about 6 inches from the heat source and preheat the ovens broiler., Broil tenders in the preheated oven for extra crunch, about 1 to 2 minutes more.",chicken,7,117.85714285714286
827,Easy Italian Chicken,4.3,294.0,222.0,5.0,1.0,125.0,6.0,0,2,"Pour salad dressing into a large resealable plastic bag. Add chicken breasts, seal bag, and shake to coat. Marinate in the refrigerator for at least 1 hour or overnight (the longer you marinate, the more flavor the chicken will absorb)., Preheat the oven to 350 degrees F (175 degrees C)., Remove chicken from marinade and place in a lightly greased 9x13-inch baking dish; discard remaining marinade., Bake in the preheated oven, turning chicken occasionally, until cooked through and juices run clear, about 1 hour. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)., The nutrition data for this recipe includes information for the full amount of the marinade ingredients. Depending on marinating time, ingredients, cooking method, etc., the actual amount of the marinade consumed will vary.",chicken,6,140.0
828,Chicken a la King,4.6,564.0,447.0,10.0,20.0,30.0,7.0,0,11,"Melt butter in a large skillet over medium heat. Add drained mushrooms and bell pepper and cook, stirring, 5 minutes., Remove from the heat. Stir in flour, salt, and black pepper. Cook over low heat, stirring constantly, until mixture is bubbly., Stir in milk, water, bouillon, and reserved mushroom liquid. Increase heat to medium-high and bring to a boil, stirring constantly. Boil and stir for 1 minute., Stir in chicken and pimento and heat through.",chicken,4,112.5
829,Chicken Seasoning Blend,4.7,187.0,140.0,5.0,24.49,5.0,6.0,0,13,"Mix salt, basil, rosemary, garlic powder, mustard powder, paprika, black pepper, thyme, celery seed, parsley, cumin, cayenne pepper, and chicken bouillon together in a small bowl until blended.",chicken,1,193.0
830,Yummy Honey Chicken Kabobs,4.7,3074.0,2043.0,15.0,15.0,150.0,12.0,4117,9,"Whisk together honey, soy sauce, oil, and black pepper for marinade in a large glass bowl. Remove 1/4 cup of the marinade to a small jar; seal and set aside to use while cooking., Add chicken, onions, bell peppers, and garlic to the marinade in the large bowl. Cover and marinate in the refrigerator for 2 hours or overnight., When ready to cook, preheat an outdoor grill for high heat and lightly oil the grate., Drain marinade from the chicken and vegetables, and discard marinade. Thread chicken and vegetables alternately onto skewers., Place kabobs on the preheated grill. Cook, turning frequently and brushing with the reserved marinade, until the chicken is no longer pink in the middle and the juices run clear, 12 to 15 minutes total., Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.",chicken,6,145.0
831,Sarah's Easy Shredded Chicken Taco Filling,4.3,130.0,95.0,15.0,15.0,40.0,3.0,0,6,"Place chicken breasts in a saucepan and cover with water. Bring to a boil over medium heat, then simmer until no longer pink, 10 to 12 minutes., Transfer chicken breasts to a bowl. Allow to cool, then shred with 2 forks., Heat vegetable oil in a saucepan over medium heat. Add onion and cook until translucent, 2 to 3 minutes. Stir in shredded chicken, tomato sauce, cumin, and chili powder., Bring to a boil, then reduce heat to low and simmer until chicken is hot and flavors have blended, about 3 minutes., One pound of chicken is equivalent to 3 small chicken breasts., If you prefer more sauce, add additional tomato sauce a spoonful at a time to your liking.",chicken,6,109.83333333333333
832,Homemade Chicken Nuggets,4.5,1853.0,1260.0,20.0,20.0,40.0,6.0,0,7,"Preheat the oven to 400 degrees F (200 degrees C)., Cut chicken breasts into 1 1/2-inch pieces. Mix the bread crumbs, Parmesan, basil, thyme, and salt together well in a medium bowl. Put melted butter in a bowl or dish for dipping., Dip chicken pieces into the melted butter first, then coat with the bread crumb mixture. Place the well-coated chicken nuggets on a lightly greased cookie sheet in a single layer., Bake nuggets in the preheated oven until browned and chicken is cooked through, about 20 minutes.",chicken,4,127.0
